society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
B389,Tareumiut,xd1036,nort2944,North Slope Inupiatun,Eskimo-Aleut,B008,0.0386,,1880,,
B211,Tunava (Fish Lake),xd1162,mono1275,Mono (USA),Uto-Aztecan,B008,0.0389,,1860,,
B108,Djaru,xd956,jaru1254,Jaru,Pama-Nyungan,B008,0.0398,,1934,,
B37,Akurio,xd916,akur1238,Akurio,Cariban,B008,0.0402,,1968,,Note Binford (2001) gives density as 0.0704 persons per km2
B50,Aweikoma,xd1411,xokl1240,Xokleng,Nuclear-Macro-Je,B008,0.0408,,1910,,
B244,Kiowa Apache,xd1219,kiow1264,Kiowa Apache,Athabaskan-Eyak-Tlingit,B008,0.0415,,1860,,
B380,Inupiat,xd1021,nort2944,North Slope Inupiatun,Eskimo-Aleut,B008,0.042,,1880,,
B217,Railroad Valley Shoshoni,xd1171,west2622,Western Shoshoni,Uto-Aztecan,B008,0.0428,,1860,,
B234,Uncompahgre Ute,xd1199,utee1244,Ute,Uto-Aztecan,B008,0.0429,,1860,,
B23,Orogens,xd915,oroq1238,Oroqen,Tungusic,B008,0.043,,1900,,
B329,Mi'kmaq,xd1058,mikm1235,Mi'kmaq,Algic,B008,0.0432,,1700,,
B66,Mikea,xd928,masi1268,Masikoro Malagasy,Austronesian,B008,0.0436,,,,
B259,Kainai,xd1212,bloo1239,Blood,Algic,B008,0.0444,,1850,,
B101,Kija,xd950,kitj1240,Kitja,Jarrakan,B008,0.045,,1934,,
B28,Ungazikmit,xd622,cent2128,Central Siberian Yupik,Eskimo-Aleut,B008,0.047,,1860,,
B385,Kalaallit (West Greenland),xd1041,kala1399,Kalaallisut,Eskimo-Aleut,B008,0.0473,,1880,,
B245,Cheyenne,xd1224,chey1247,Cheyenne,Algic,B008,0.0482,,1860,,
B362,Dena'ina,xd1042,tana1289,Tanaina,Athabaskan-Eyak-Tlingit,B008,0.0486,,1870,,
B327,Eastern Ojibwa,xd1055,east2542,Eastern Ojibwa,Algic,B008,0.05,,1870,,
B130,Ngiyambaa,xd784,wang1291,Ngiyambaa,Pama-Nyungan,B008,0.0512,,1910,,
B248,Crow,xd1223,crow1244,Crow,Siouan,B008,0.0581,,1870,,
B295,Eyak,xd1102,eyak1241,Eyak,Athabaskan-Eyak-Tlingit,B008,0.0586,,1890,,
B205,Mono Lake Northern Paiute,xd989,sout2967,South Northern Paiute,Uto-Aztecan,B008,0.059,,1870,,
B190,Guaicura,xd985,guai1237,Guaicurian,,B008,0.06,,1760,,
B43,Sirionó,xd1362,siri1273,Sirionó,Tupian,B008,0.0603,,1940,,
B215,Spring Valley Shoshoni,xd995,west2622,Western Shoshoni,Uto-Aztecan,B008,0.0604,,1870,,Note Binford (2001) gives density as 0.0609 persons per km2
B232,Tukudika,xd1181,nort2955,Northern Shoshoni,Uto-Aztecan,B008,0.0624,,1860,,
B75,Kua,xd933,kuaa1238,Kua,Khoe-Kwadi,B008,0.0636,,1976,,
B72,!Kung,xd1,juho1239,South-Eastern Ju,Kxa,B008,0.066,,1950,,
B371,Kotzebue Sound Inuit,xd1016,kotz1238,Kotzebue Sound Inupiatun,Eskimo-Aleut,B008,0.0663,,1880,,
B42,Guató,xd1403,guat1253,Guató,,B008,0.0674,,1901,,
B207,Agaiduka,xd1182,nort2955,Northern Shoshoni,Uto-Aztecan,B008,0.0691,,1860,,
B132,Mirniny,xd976,ngad1258,Ngadjunmaya,Pama-Nyungan,B008,0.07,,1850,,
B54,Ona,xd1385,onaa1245,Selk'nam,Chonan,B008,0.0727,,1880,,
B230,Uintah Ute,xd1194,utee1244,Ute,Uto-Aztecan,B008,0.0749,,1860,,
B246,Arapaho,xd1228,arap1274,Arapaho,Algic,B008,0.075,,1860,,
B336,Alkatcho,xd1069,sout2958,Southern Carrier,Athabaskan-Eyak-Tlingit,B008,0.075,,1865,,
B349,Dakelh,xd1035,carr1249,Carrier,Athabaskan-Eyak-Tlingit,B008,0.075,,1880,,Note Binford (2001) gives density as 0.0759 persons per km2
B369,Norton Sound Inuit,xd1014,kusk1241,General Central Yup'ik,Eskimo-Aleut,B008,0.0762,,1870,,
B388,Tasiilaq,xd1040,tunu1234,Tunumiisiut,Eskimo-Aleut,B008,0.0771,,1880,,
B45,Nambikwara,xd1401,sout2994,Southern Nambikuára,Nambiquaran,B008,0.0778,,1938,,
B94,Yir Yoront,xd775,jirj1239,Jir'jorond,Pama-Nyungan,B008,0.08,,1937,,
B136,Tasmanians (southeastern),xd980,sout1439,South-Eastern-Tasmanian-Hinterland,South-Eastern Tasmanian,B008,0.0817,,1830,,
B197,Koso,xd1165,pana1305,Panamint,Uto-Aztecan,B008,0.0857,,1860,,
B249,Teton,xd1227,lako1247,Lakota,Siouan,B008,0.0878,,1870,,
B91,Kaakutju,xd943,gaga1251,Gaagudju,,B008,0.088,,1920,,
B324,Nez Perce,xd1153,nezp1238,Nez Perce,Sahaptian,B008,0.0889,,1850,,
B125,Yuwaalaraay,xd970,gami1243,Yuwaalaraay-Gamilaraay,Pama-Nyungan,B008,0.09,,1880,,
B191,Chichimeca,xd1290,chic1272,Chichimeca-Jonaz,Otomanguean,B008,0.0901,,1570,,
B60,Aka,xd923,bamb1264,Bambenzele,Atlantic-Congo,B008,0.0907,,1980,,
B3,Anak Dalam,xd757,kubu1239,Kubu,Austronesian,B008,0.092,,1900,,
B40,Nukak,xd917,nuka1242,Nukak Makú,Kakua-Nukak,B008,0.0937,,1990,,
B106,Kariyarra,xd780,kari1304,Kariyarra,Pama-Nyungan,B008,0.095,,1910,,
B17,Paliyans,xd910,pali1274,Paliyan,Dravidian,B008,0.0963,,1963,,
B49,Héta,xd921,xeta1241,Xetá,Tupian,B008,0.0968,,1954,,Note Binford (2001) gives density as 0.096 persons per km2
B48,Aimoré,xd1413,kren1239,Krenak,Nuclear-Macro-Je,B008,0.098,,1880,,
B316,Umatilla,xd1151,umat1237,Umatilla,Sahaptian,B008,0.105,,1860,,
B212,Wadatkuht,xd992,sout2967,South Northern Paiute,Uto-Aztecan,B008,0.1061,,1870,,
B100,Worrorra,xd949,worr1237,Worrorra,Worrorran,B008,0.1071,,,,Note Binford (2001) gives density as 0.11 persons per km2
B323,Sanpoil,xd1174,sanp1257,Sanpoil,Salishan,B008,0.1119,,1870,,
B292,Tlingit,xd1082,tlin1245,Tlingit,Athabaskan-Eyak-Tlingit,B008,0.1143,,1880,,
B348,Chilcotin,xd1206,chil1280,Chilcotin,Athabaskan-Eyak-Tlingit,B008,0.1152,,1880,,
B216,White Knife Shoshoni,xd1178,west2622,Western Shoshoni,Uto-Aztecan,B008,0.1171,,1860,,
B88,"Yolngu, Dhuwal",xd777,dhuw1249,Dhuwal,Pama-Nyungan,B008,0.1176,,1930,,
B1,Punan,xd1442,west2563,Western Penan,Austronesian,B008,0.1179,,1970,,
B199,Kawaiisu,xd1126,kawa1283,Kawaiisu,Uto-Aztecan,B008,0.119,,1860,,
B297,Chugach,xd1027,chug1254,Chugach,Eskimo-Aleut,B008,0.121,,1930,,
B146,Kiliwa,xd1134,kili1268,Kiliwa,Cochimi-Yuman,B008,0.1223,,1880,,
B333,Shuswap,xd1143,shus1248,Shuswap,Salishan,B008,0.124,,1850,,
B73,Naron,xd7,naro1249,Naro,Khoe-Kwadi,B008,0.125,,1910,,Note Binford (2001) gives density as 0.005 persons per km2
B176,Takelma,xd1091,take1257,Takelma,,B008,0.1286,,1860,,
B291,Nuxalk,xd1106,bell1243,Bella Coola,Salishan,B008,0.13,,1880,,
B322,Syilx,xd1001,sout2963,Southern Okanogan,Salishan,B008,0.1326,,1860,,
B137,Tasmanians (northwestern),xd783,port1278,Port Sorell,Western Tasmanian,B008,0.1335,,1830,,
B189,Klamath,xd1139,klam1254,Klamath-Modoc,,B008,0.1336,,1860,,
B119,Badjalang,xd966,midd1357,Middle Clarence Bandjalang,Pama-Nyungan,B008,0.134,,1850,,
B226,Kidutokado,xd1157,nort1551,North Northern Paiute,Uto-Aztecan,B008,0.1359,,1870,,
B63,Baka,xd926,baka1272,Baka (Cameroon),Atlantic-Congo,B008,0.1364,,1980,,
B52,Chono,xd922,chon1248,Chono,,B008,0.1365,,1880,,
B228,Wadaduka,xd1176,west2622,Western Shoshoni,Uto-Aztecan,B008,0.138,,1860,,
B321,Sinkaitk,xd1147,sout2963,Southern Okanogan,Salishan,B008,0.1451,,1880,,
B225,Washo,xd1196,wash1253,Washo,,B008,0.149,,1850,,
B53,Alacaluf,xd1387,qawa1238,Qawasqar,Kawesqar,B008,0.1498,,1900,,
B379,Sivokamiut Inuit,xd1028,cent2128,Central Siberian Yupik,Eskimo-Aleut,B008,0.15,,1920,,
B128,Paakintji,xd973,darl1243,Paakantyi,Pama-Nyungan,B008,0.1543,,1890,,
B36,Shiriana,xd1358,nina1238,Ninam,Yanomamic,B008,0.156,,1960,,
B64,Efe,xd927,efee1239,Efe,Central Sudanic,B008,0.1596,,1980,,
B115,Jinibarra,xd962,yaga1256,Yagara-Jandai,Pama-Nyungan,B008,0.1599,,1840,,
B219,North Fork Mono,xd993,mono1275,Mono (USA),Uto-Aztecan,B008,0.1604,,1860,,
B107,Warunggu,xd955,waru1264,Warrongo,Pama-Nyungan,B008,0.1627,,1870,,
B218,Mahaguaduka,xd1169,west2622,Western Shoshoni,Uto-Aztecan,B008,0.1667,,1860,,
B89,Yiiji,xd942,wuna1249,Wunambal,Worrorran,B008,0.17,,1920,,
B152,Tübalulabal,xd1118,tuba1278,Tübatulabal,Uto-Aztecan,B008,0.1724,,1850,,
B187,Achumawi,xd1108,achu1247,Achumawi,Palaihnihan,B008,0.1726,,1860,,
B296,Kuskowagmut,xd1000,kusk1241,General Central Yup'ik,Eskimo-Aleut,B008,0.1731,,1850,,
B61,Bayaka,xd924,beka1240,Beka,Atlantic-Congo,B008,0.1747,,1976,,
B149,Serrano,xd1130,serr1255,Serrano,Uto-Aztecan,B008,0.1759,,1870,,
B9,Semang,xd725,kens1248,Kensiu,Austroasiatic,B008,0.176,,1920,,
B39,Guahibo,xd1347,guah1255,Guahibo,Guahiboan,B008,0.1762,,1960,,
B135,Kurnai,xd979,gana1278,Ganai,Pama-Nyungan,B008,0.1768,,1850,,
B84,Gunwinygu,xd939,gunw1252,Bininj Kun-Wok,Gunwinyguan,B008,0.1784,,1978,,
B183,Atsugewi,xd1135,atsu1245,Atsugewi,Palaihnihan,B008,0.1793,,1860,,
B129,Kaurna,xd974,kaur1267,Kaurna,Pama-Nyungan,B008,0.18,,1840,,
B147,Kumeyaay,xd1137,kumi1248,Tipai,Cochimi-Yuman,B008,0.1807,,1850,,
B10,Vedda,xd690,vedd1240,Veddah,Indo-European,B008,0.1846,,1900,,
B208,Kuyuidokado,xd1160,sout2967,South Northern Paiute,Uto-Aztecan,B008,0.1851,,1860,,
B315,Tenino,xd1141,teni1238,Tenino,Sahaptian,B008,0.1899,,1850,,
B287,Haisla,xd1105,hais1244,Haisla,Wakashan,B008,0.1906,,1880,,
B299,Nunivak,xd1064,kusk1241,General Central Yup'ik,Eskimo-Aleut,B008,0.192,,1930,,
B90,Wikmunkan,xd781,wikm1247,Wik-Mungkan,Pama-Nyungan,B008,0.193,,1920,,
B25,Nivkh,xd617,gily1242,Nivkh,,B008,0.1931,,1920,,
B38,Pumé,xd1345,pume1238,Pumé,,B008,0.2,,1989,,
B283,Heiltsuk,xd1083,bell1263,Bella Bella,Wakashan,B008,0.2051,,1880,,
B193,Karankawa,xd1215,kara1289,Karankawa,,B008,0.2105,,1800,,
B114,Undanbi,xd961,waka1274,Wakawaka,Pama-Nyungan,B008,0.2174,,1848,,
B272,Chehalis,xd997,lowe1427,Lower Chehalis,Salishan,B008,0.2198,,1880,,
B18,Birhor,xd911,birh1242,Birhor,Austroasiatic,B008,0.2199,,1963,,
B210,Toedokado,xd1161,sout2967,South Northern Paiute,Uto-Aztecan,B008,0.2206,,1870,,Note Binford (2001) gives density as 0.22 persons per km2
B188,Modoc,xd1140,klam1254,Klamath-Modoc,,B008,0.2222,,1860,,Note Binford (2001) gives density as 0.2289 persons per km2
B97,Anindilyagwa,xd776,anin1240,Anindilyakwa,Gunwinyguan,B008,0.2288,,1930,,
B92,Nunggubuyu,xd944,nung1290,Wubuy,Gunwinyguan,B008,0.23,,1960,,
B16,Mlabri,xd909,mlab1235,Mlabri,Austroasiatic,B008,0.2317,,1963,,
B185,Maidu,xd1110,nort2952,Northeast Maidu,Maiduan,B008,0.2346,,1850,,
B276,Lillooet,xd1207,lill1248,Lillooet,Salishan,B008,0.2353,,1860,,
B293,Gitxsan,xd998,gitx1241,Gitxsan,Tsimshian,B008,0.2358,,1880,,
B69,Hadza,xd9,hadz1240,Hadza,,B008,0.24,,1910,,
B151,Wukchumni,xd1124,tule1245,Tule-Kaweah Yokuts,Yokutsan,B008,0.2421,,1860,,
B175,Central Sierra Miwok,xd1136,cent2140,Central Sierra Miwok,Miwok-Costanoan,B008,0.2448,,1850,,Note Binford (2001) gives density as 0.2454 persons per km2
B62,Bambote,xd925,holo1240,Holoholo,Atlantic-Congo,B008,0.2499,,1977,,
B179,Shasta,xd1093,shas1239,Shasta,Shastan,B008,0.25,,1860,,
B134,Bunurong,xd978,woiw1237,Woiwurrung,Pama-Nyungan,B008,0.2504,,1850,,
B143,Seri,xd1289,seri1257,Seri,,B008,0.2546,,1900,,
B318,Klikitat,xd1149,nucl1237,Nuclear Yakima,Sahaptian,B008,0.2685,,1880,,Note Binford (2001) gives density as 0.27 persons per km2
B55,Yahgan,xd1383,yama1264,Yámana,,B008,0.2841,,1870,,
B157,Western Mono,xd1122,mono1275,Mono (USA),Uto-Aztecan,B008,0.2867,,1870,,
B102,Lardil,xd951,lard1243,Lardil,Tangkic,B008,0.3,,1909,,
B294,Koniag,xd999,koni1262,Koniag,Eskimo-Aleut,B008,0.3066,,1840,,Note Binford (2001) gives density as 0.306 persons per km2
B93,Yintjingga,xd945,ayab1239,Yintyinka-Ayabadhu,Pama-Nyungan,B008,0.31,,1930,,
B174,Yana,xd1109,yana1271,Yana,,B008,0.3133,,1860,,
B271,Twana,xd1079,twan1247,Twana,Salishan,B008,0.324,,1850,,
B325,Nlaka'pamux,xd1142,thom1243,Thompson,Salishan,B008,0.3323,,1860,,
B8,Andamanese,xd686,akab1249,Aka-Bea,Great Andamanese,B008,0.3338,,1870,,
B274,Lower Chinook,xd1078,chin1286,Chinook,Chinookan,B008,0.3378,,1850,,
B280,Cowichan,xd1086,cowi1241,Cowichan,Salishan,B008,0.347,,1880,,Note Binford (2001) gives density as 0.3475 persons per km2
B22,Ainu,xd635,ainu1240,Hokkaido Ainu,Ainu,B008,0.3486,,1900,,Note Binford (2001) gives density as 0.348 persons per km2
B133,Tjapwurong,xd977,djab1234,Djabwurrung,Pama-Nyungan,B008,0.35,,1850,,
B153,Nomlaki,xd1107,noml1242,Nomlaki,Wintuan,B008,0.35,,1850,,
B82,Kaurareg,xd937,kala1377,Kala Lagaw Ya,Pama-Nyungan,B008,0.35,,1848,,
B35,Paraujano,xd1330,para1316,Paraujano,Arawakan,B008,0.3501,,1950,,
B270,Puyallup,xd1076,sout2965,Southern Puget Sound Salish,Salishan,B008,0.3675,,1870,,
B164,Salinan,xd1125,sali1253,Salinan,,B008,0.3723,,1805,,Note Binford (2001) gives density as 0.374 persons per km2
B95,Tiwi,xd778,tiwi1244,Tiwi,,B008,0.3749,,1920,,
B202,Eastern Mono,xd1164,mono1275,Mono (USA),Uto-Aztecan,B008,0.3804,,1870,,
B148,Southern Valley Yokuts,xd1123,vall1251,Valley Yokuts,Yokutsan,B008,0.3808,,1860,,
B154,Northern Foothills Yokuts,xd1129,nort2937,Northern Hill/Valley Yokuts,Yokutsan,B008,0.383,,1850,,
B14,Agta (Cagayan),xd908,cent2084,Central Cagayan Agta,Austronesian,B008,0.3833,,1924,,Note Binford (2001) gives density as 0.3794 persons per km2
